"id","piping_class_id","section_no","piping_component_id","valve_id","size_desc","description","created_at","updated_at"
216,8,0,40,353,"1"" - 1-1/2""","CLASS 600 STEEL : SOCKETWELD",,
217,8,0,42,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
218,8,0,42,,"3"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
219,8,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
220,8,0,43,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
221,8,0,43,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
222,8,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
223,8,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
224,8,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
225,8,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
226,8,0,61,91,"2"" - 24""","CLASS 150 STEEL : RAISED FACE FLANGED, VITON SEALS",,
227,8,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
228,8,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
229,9,0,1,106,"1/2"" -1-1/2""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
230,9,0,1,106,"2"" - 4""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
231,9,0,1,106,"6"" - 8""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLTING BALL, GR OPR, NACE",,
232,9,0,1,219,"1/2"" - 1-1/2""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
233,9,0,1,219,"2"" - 4""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
234,9,0,1,219,"6"" ONLY","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLTING BALL, GR OPR, NACE",,
235,9,0,4,414,"1/2""-1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD, NACE",,
236,9,0,4,415,"1/2""-1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD/SCREWED, NACE",,
237,9,0,4,41,"1/2""-1-1/2""","CLASS 150 STEEL : RAISED FACE FLGD, NACE",,
238,9,0,4,41,"2"" ONLY","CLASS 150 STEEL : RAISED FACE FLANGED,NACE",,
239,9,0,5,441,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD, NACE",,
240,9,0,5,66,"2"" ONLY","CLASS 150 STEEL : RAISED FACE FLANGED, NACE",,
241,9,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
242,9,0,7,,"ALL","SEE CHART BC-9",,
243,9,0,10,71,"2"" & LARGER","CLASS 150 STEEL : SWING, RAISED FACE FLANGED, NACE",,
244,9,0,10,445,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED CAP : HORIZONTAL LIFT, SOCKETWELD,NACE",,
245,9,0,13,,"1/2"" - 3/4""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 6000",,
246,9,0,13,,"1"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
247,9,0,13,,"2"" ONLY","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : XS",,
248,9,0,13,,"3"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
249,9,0,16,,"1/2"" - 3/4""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
250,9,0,16,,"1"" - 1-1/2""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
251,9,0,16,,"2"" ONLY","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
252,9,0,16,,"3"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
253,9,0,16,,"2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : REDUCING, SLIP-ON",,
254,9,0,16,,"1/2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
255,9,0,20,,"ALL","1/16 "" THICK COMPRESSED ASBESTOS DURABLA BLACK OR EQUAL (FOR LAR ONLY)",,
256,9,0,20,,"ALL","1/16"" THICK FLEXIBLE GRAPHITE SHEET WITH 316SS TANG METAL INSERT, UNION CARBIDE GHE OR EQUAL (FOR CP ONLY)",,
257,9,0,21,27,"1/2"" - 1-1/2""","CLASS 150 STEEL : RAISED FACE FLANGED, NACE",,
258,9,0,21,28,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED, NACE",,
259,9,0,21,121,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED, NACE",,
260,9,0,21,122,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED, NACE",,
261,9,0,21,386,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD, NACE",,
262,9,0,21,387,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD/SCREWED, NACE",,
263,9,0,23,673,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, NACE, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
264,9,0,24,52,"2"" - 12""","CLASS 150 STEEL : RAISED FACE FLANGED,NACE",,
265,9,0,24,424,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD, NACE",,
266,9,0,39,102,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED, TFE SEAT,NACE",,
267,9,0,39,225,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLGD, TFE SEAT, NACE",,
268,9,0,39,355,"1"" - 1-1/2""","CLASS 600 STEEL : SOCKETWELD, NACE",,
269,9,0,42,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
270,9,0,42,,"3"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
271,9,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
272,9,0,43,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
273,9,0,43,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
274,9,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
275,9,0,49,,"ALL","SEE DWG APC0-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
276,9,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
277,9,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
278,9,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
279,10,0,1,103,"1/2"" -1-1/2""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLOATING BALL, WR OPR",,
280,10,0,1,103,"2"" - 4""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLOATING BALL, WR OPR",,
281,10,0,1,103,"6"" - 8""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLOATING BALL, GR OPR",,
282,10,0,1,218,"1/2"" - 4""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLOATING BALL, WR OPR",,
283,10,0,1,218,"6"" ONLY","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLOATING BALL, GR OPR",,
284,10,0,1,360,"1/2"" - 1.-1/2""","STEEL FLOATING BALL, 1000 PSIG (400F MAX) : TFE SEAT, SOCKETWELD, WR OPR",,
285,10,0,1,361,"1/2"" - 1-1/2""","STEEL FLOATING BALL, 1000 PSIG (400F MAX) : TFE SEAT, SW/SCRD, WR OPR",,
286,10,0,4,412,"1/2""-1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD API 602",,
287,10,0,4,413,"1/2""-1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD/SCREWED API 602",,
288,10,0,4,40,"1/2""-1-1/2""","CLASS 150 STEEL, BOLTED BONNET : RAISED FACE FLGD. API 602",,
289,10,0,4,40,"2"" ONLY","CLASS 150 STEEL, BOLTED BONNET : RAISED FACE FLANGED",,
290,10,0,5,439,"1/2""-1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD",,
291,10,0,5,65,"2"" ONLY","CLASS 150 STEEL, BOLTED BONNET : RAISED FACE FLANGED",,
292,10,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
293,10,0,7,,"ALL","SEE CHART BC-9",,
294,10,0,10,77,"2"" & LARGER","CLASS 150 STEEL : SWING, RAISED FACE FLANGED",,
295,10,0,10,443,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED CAP : HORIZONTAL LIFT, SOCKETWELD",,
296,10,0,13,,"1/2"" - 3/4""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 6000",,
297,10,0,13,,"1"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
298,10,0,13,,"2"" ONLY","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : XS",,
299,10,0,13,,"3"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
300,10,0,16,,"1/2"" - 3/4""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
301,10,0,16,,"1"" - 1-1/2""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
302,10,0,16,,"2"" ONLY","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
303,10,0,16,,"3"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
304,10,0,16,,"2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : REDUCING, SLIP-ON",,
305,10,0,16,,"1/2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
306,10,0,20,,"ALL","1/16 "" THICK COMPRESSED ASBESTOS DURABLA BLACK OR EQUAL (FOR LAR ONLY)",,
307,10,0,20,,"ALL","1/16"" THICK FLEXIBLE GRAPHITE SHEET WITH 316SS TANG METAL INSERT, UNION CARBIDE GHE OR EQUAL (FOR CP ONLY)",,
308,10,0,21,15,"1/2"" - 1-1/2""","CLASS 150 STEEL : RAISED FACE FLANGED API 602",,
309,10,0,21,25,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED API 600",,
310,10,0,21,116,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
311,10,0,21,126,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
312,10,0,21,383,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD API 602",,
313,10,0,21,384,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD/SCREWED API 602",,
314,10,0,23,672,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
315,10,0,24,54,"2"" - 12""","CLASS 150 STEEL : RAISED FACE FLANGED",,
316,10,0,24,425,"1/2"" - 1-1/2""","CLASS 800 STEEL, BOLTED BONNET : SOCKETWELD",,
317,10,0,40,100,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED, TFE",,
318,10,0,40,224,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED, TFE SEAT",,
319,10,0,40,353,"1"" - 1-1/2""","CLASS 600 STEEL, BOLTED BONNET : SOCKETWELD",,
320,10,0,42,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
321,10,0,42,,"3"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
322,10,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
323,10,0,43,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
324,10,0,43,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
325,10,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
326,10,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
327,10,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
328,10,0,61,91,"2"" - 24""","CLASS 150 STEEL : RAISED FACE FLANGED, VITON SEALS",,
329,10,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
330,10,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
331,11,0,1,106,"1/2"" -1-1/2""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLTING BALL, WR OPR,NACE",,
332,11,0,1,106,"2"" - 4""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
333,11,0,1,106,"6"" - 8""","CLASS 150 STEEL RF FLGD (400F MAX) : TFE SEAT, FLTING BALL, GR OPR, NACE",,
334,11,0,1,219,"1/2"" - 1-1/2""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
335,11,0,1,219,"2"" - 4""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLTING BALL, WR OPR, NACE",,
336,11,0,1,219,"6"" ONLY","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLTING BALL, GR OPR, NACE",,
337,11,0,1,362,"1/2"" - 1-1/2""","STEEL FLOATING BALL, 1000 PSIG (400F MAX) : TFE SEAT, SOCKETWELD, WR OPR,NACE",,
338,11,0,1,363,"1/2"" - 1-1/2""","STEEL FLOATING BALL, 1000 PSIG (400F MAX) : TFE SEAT, SW/SCRD, WR OPR,NACE",,
339,11,0,4,408,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD, NACE",,
340,11,0,4,409,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED, NACE",,
341,11,0,4,41,"1/2""-1-1/2""","CLASS 150 STEEL : RAISED FACE FLGD, NACE",,
342,11,0,4,41,"2"" ONLY","CLASS 150 STEEL : RAISED FACE FLANGED,NACE",,
343,11,0,5,440,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD, NACE",,
344,11,0,5,66,"2"" ONLY","CLASS 150 STEEL : RAISED FLANGED, NACE",,
345,11,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
346,11,0,7,,"ALL","SEE CHART BC-9",,
347,11,0,10,71,"2"" & LARGER","CLASS 150 STEEL : SWING, RAISED FACE FLANGED, NACE",,
348,11,0,10,447,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD,NACE",,
349,11,0,13,,"1/2"" - 3/4""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 6000",,
350,11,0,13,,"1"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
351,11,0,13,,"2"" ONLY","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : XS",,
352,11,0,13,,"3"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
353,11,0,16,,"1/2"" - 3/4""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
354,11,0,16,,"1"" - 1-1/2""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
355,11,0,16,,"2"" ONLY","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
356,11,0,16,,"3"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
357,11,0,16,,"2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : REDUCING, SLIP-ON",,
358,11,0,16,,"1/2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
359,11,0,20,,"ALL","1/16 "" THICK COMPRESSED ASBESTOS DURABLA BLACK OR EQUAL (FOR LAR ONLY)",,
360,11,0,20,,"ALL","1/16"" THICK FLEXIBLE GRAPHITE SHEET WITH 316SS TANG METAL INSERT, UNION CARBIDE GHE OR EQUAL (FOR CP ONLY)",,
361,11,0,21,27,"1/2"" - 1-1/2""","CLASS 150 STEEL : RAISED FACE FLANGED, NACE",,
362,11,0,21,28,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED, NACE",,
363,11,0,21,121,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED, NACE",,
364,11,0,21,122,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED, NACE",,
365,11,0,21,391,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD, NACE",,
366,11,0,21,392,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED, NACE",,
367,11,0,23,673,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, NACE, 1/2""FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
368,11,0,24,52,"2"" - 12""","CLASS 150 STEEL : RAISED FACE FLANGED,NACE",,
369,11,0,24,427,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD, NACE",,
370,11,0,39,102,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED, TFE SEAT,NACE",,
371,11,0,39,225,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED, TFE SEAT, NACE",,
372,11,0,39,355,"1"" - 1-1/2""","CLASS 600 STEEL : SOCKETWELD, NACE",,
373,11,0,42,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
374,11,0,42,,"3"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
375,11,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
376,11,0,43,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
377,11,0,43,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
378,11,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
379,11,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
380,11,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
381,11,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
382,11,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
383,12,0,4,402,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
384,12,0,4,403,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
385,12,0,4,39,"1/2""-1-1/2""","CLASS 150 STEEL : RAISED FACE FLGD. API 602",,
386,12,0,4,39,"2"" ONLY","CLASS 150 STEEL : RAISED FACE FLANGED",,
387,12,0,5,438,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
388,12,0,5,64,"2"" ONLY","CLASS 150 STEEL : RAISED FACE FLANGED",,
389,12,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
390,12,0,7,,"ALL","SEE CHART BC-9",,
391,12,0,10,77,"2"" & LARGER","CLASS 150 STEEL : SWING, RAISED FACE FLANGED",,
392,12,0,10,443,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
393,12,0,13,,"1/2"" - 3/4""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 6000",,
394,12,0,13,,"1"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
395,12,0,13,,"2"" ONLY","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : XS WEIGHT",,
396,12,0,13,,"3"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
397,12,0,16,,"1/2"" - 3/4""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
398,12,0,16,,"1"" - 1-1/2""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
399,12,0,16,,"2"" ONLY","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
400,12,0,16,,"3"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
401,12,0,16,,"1/2"" - 24""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
402,12,0,20,,"ALL","SPIRAL WOUND TYPE 304SS WITH FLEXIBLE GRAPHITE FILLER, 1/8"" THICK CENTERING RING",,
403,12,0,21,15,"1/2"" - 1-1/2""","CLASS 150 STEEL : RAISED FACE FLANGED API 602",,
404,12,0,21,25,"2"" & LARGER","CLASS 150 STEEL : RAISED FACE FLANGED API 600",,
405,12,0,21,116,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
406,12,0,21,126,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
407,12,0,21,379,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
408,12,0,21,388,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
409,12,0,23,672,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
410,12,0,24,54,"2"" - 12""","CLASS 150 STEEL : RAISED FACE FLANGED",,
411,12,0,24,422,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
412,12,0,37,98,"2"" & LARGER","CLASS 150 STEEL : R. F. FLANGED, METAL SEATED",,
413,12,0,37,222,"2"" & LARGER","CLASS 300 STEEL : R. F. FLANGED, METAL SEATED",,
414,12,0,37,354,"1"" - 1-1/2""","CLASS 600 STEEL : SOCKETWELD",,
415,12,0,42,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
416,12,0,42,,"3"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
417,12,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
418,12,0,43,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
419,12,0,43,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
420,12,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
421,12,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
422,12,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
423,12,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
424,12,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
425,13,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
426,13,0,7,,"ALL","SEE CHART BC-11",,
427,13,0,10,68,"1"" - 14""","CLASS 150 ALLOY 20 : SWING TYPE, RAISED FACE FLANGED",,
428,13,0,13,,"1/2"" - 3/4""","WELDED ALLOY 20, BUTTWELDING, ASTM A366 UNS N08020, ASME B16.9 : SCHEDULE 160",,
429,13,0,13,,"1"" - 2""","WELDED ALLOY 20, BUTTWELDING, ASTM A366 UNS N08020, ASME B16.9 : XS WEIGHT",,
430,13,0,13,,"3"" - 14""","WELDED ALLOY 20, BUTTWELDING, ASTM A366 UNS N08020, ASME B16.9 : STD WEIGHT",,
431,13,0,16,,"1/2"" - 3/4""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, SCHEDULE 160 BORE",,
432,13,0,16,,"1"" - 2""","CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
