Valve_No,Valve_Comp_Name,Component_Text,Last_Updt_Id,Last_Updt_Date
V01006,RATING                                            ,ASME CLASS 150,,
V01006,STANDARD                                          ,ASME B16.34,,
V01006,STEM                                              ,316 STAINLESS STEEL,,
V01006,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,,
V01006,TYPE                                              ,GATE,,
V01008,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION,PCSSME  ,1997-1-30
V01008,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V01008,BONNET                                            ,WELDED\, OS&Y,,
V01008,DISC                                              ,SOLID,,
V01008,ENDS                                              ,RAISED FACE FLANGED (125 - 250 AARH FACING),,
V01008,OPERATOR                                          ,HANDWHEEL,,
V01008,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V01008,PORT                                              ,REDUCED,,
V01008,RATING                                            ,ASME CLASS 150,,
V01008,STANDARD                                          ,API 602,,
V01008,STEM                                              ,11 - 13% CR.,,
V01008,TRIM                                              ,DISC AND SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V01008,TYPE                                              ,GATE\, BELLOWS-SEAL,,
V01009,BODY                                              ,CAST CARBON STEEL; A216\, GR. WCB,,
V01009,BONNET                                            ,BOLTED\, OS&Y,,
V01009,DISC                                              ,SOLID OR FLEXIBLE,,
V01009,ENDS                                              ,RAISED FACE FLANGED\, 125-250 AARH FACING,,
V01009,OPERATOR                                          ,2\"-10\" HANDWHEEL\, 12\" & LARGER GEAR WITH 80# MAX. HANDWHEEL RIM PULL BASED ON MAX. ALLOWABLE WORKING PRESSURE OF VALVE.,PCSSME  ,1998-11-16
V01009,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V01009,PORT                                              ,FULL,,
V01009,RATING                                            ,ASME CLASS 150,,
V01009,STANDARD                                          ,API 600,,
V01009,STEM                                              ,11-13% CR.,,
V01009,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V01009,TYPE                                              ,GATE,,
V01010,BODY                                              ,CAST CARBON STEEL; A216\, GR. WCB,,
V01010,BONNET                                            ,BOLTED\, OS&Y,,
V01010,DISC                                              ,SOLID OR FLEXIBLE,,
V01010,ENDS                                              ,RAISED FACE FLANGED,,
V01010,OPERATOR                                          ,2\"-10\" HANDWHEEL\, 12\" & LARGER GEAR WITH 80# MAX. HANDWHEEL RIM PULL BASED ON MAX. ALLOWABLE WORKING PRESSURE OF VALVE.,PCSSME  ,1998-11-16
V01010,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V01010,PORT                                              ,FULL,,
V01010,RATING                                            ,ASME CLASS 150,,
V01010,STANDARD                                          ,API 600,,
V01010,STEM                                              ,11-13% CR.,,
V01010,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V01010,TYPE                                              ,GATE,,
V01011,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V01011,BONNET                                            ,BOLTED\, OS&Y,,
V01011,DISC                                              ,SOLID,,
V01011,ENDS                                              ,RAISED FACE FLANGED (125-250 AARH FACING),,
V01011,OPERATOR                                          ,HANDWHEEL,,
V01011,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V01011,PORT                                              ,REDUCED,,
V01011,RATING                                            ,ASME CLASS 150,,
V01011,STANDARD                                          ,API 602,,
V01011,STEM                                              ,11 - 13% CR.,,
V01011,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V01011,TYPE                                              ,GATE,,
V01012,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V01012,BONNET                                            ,BOLTED\, OS&Y,,
V01012,DISC                                              ,SOLID,,
V01012,ENDS                                              ,RAISED FACE FLANGED,,
V01012,OPERATOR                                          ,HANDWHEEL,,
V01012,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V01012,PORT                                              ,REDUCED,,
V01012,RATING                                            ,ASME CLASS 150,,
V01012,STANDARD                                          ,API 602,,
V01012,STEM                                              ,316 STAINLESS STEEL,,
V01012,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1997-9-10
V01012,TYPE                                              ,GATE,,
V01013,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR WCB,,
V01013,BONNET                                            ,BOLTED\, OS&Y,,
V01013,DISC                                              ,SOLID OR FLEXIBLE,,
V01013,ENDS                                              ,RAISED FACE FLANGED,,
V01013,OPERATOR                                          ,2\"-10\" HANDWHEEL\, 12\" & LARGER GEAR WITH 80# MAX. HANDWHEEL RIM PULL BASED ON MAX. ALLOWABLE WORKING PRESSURE OF VALVE.,PCSSME  ,1998-11-16
V01013,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V01013,PORT                                              ,FULL,,
V01013,RATING                                            ,ASME CLASS 150,,
V01013,STANDARD                                          ,API 600,,
V01013,STEM                                              ,316 STAINLESS STEEL,,
V01013,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1997-9-10
V01013,TYPE                                              ,GATE,,
V01014,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION,PCSSME  ,1997-1-20
V01014,BODY                                              ,FORGED CARBON STEEL; ASTM A105,PCSSME  ,1997-1-20
V01014,BONNET                                            ,WELDED\, OS&Y,PCSSME  ,1997-1-20
V01014,DISC                                              ,SOLID,PCSSME  ,1997-1-20
V01014,ENDS                                              ,RAISED FACE FLANGED (125 - 250 AARH FACING),PCSSME  ,1997-1-20
V01014,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-20
V01014,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-20
V01014,PORT                                              ,REDUCED,PCSSME  ,1997-1-20
V01014,RATING                                            ,ASME CLASS 150,PCSSME  ,1997-1-20
V01014,STANDARD                                          ,API 602,PCSSME  ,1997-1-20
V01014,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-1-20
V01014,TRIM                                              ,DISC AND SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V01014,TYPE                                              ,GATE\, BELLOWS-SEAL,PCSSME  ,1997-1-20
V01015,BODY                                              ,CAST CARBON STEEL\, ASTM A216 GRADE WCB,PCSSME  ,1997-2-21
V01015,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-2-21
V01015,BONNET GASKET                                     ,FLEXIBLE GRAPHITE\, 316 SS TANG METAL INSERT\, UNION CARBIDE GHE,PCSSME  ,1997-2-21
V01015,DISC                                              ,SPLIT WEDGE OR DOUBLE DISC,PCSSME  ,1997-2-21
V01015,ENDS                                              ,RAISED FACE FLANGED,PCSSME  ,1997-2-21
V01015,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-2-21
V01015,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-2-21
V01015,PORT                                              ,FULL,PCSSME  ,1997-2-21
V01015,RATING                                            ,ASME CLASS 150,PCSSME  ,1997-2-21
V01015,STANDARD                                          ,API 600,PCSSME  ,1997-2-21
V01015,STEM                                              ,ALLOY 20,PCSSME  ,1997-2-21
V01015,TRIM                                              ,ALLOY 20,PCSSME  ,1997-2-21
V01015,TYPE                                              ,GATE,PCSSME  ,1997-2-21
V01016,BODY                                              ,CAST CARBON STEEL; A216\, GR. WCB,PCSSME  ,1997-2-21
V01016,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-2-21
V01016,BONNET GASKET                                     ,FLEXIBLE GRAPHITE\, 316 SS TANG METAL INSERT\, UNION CARBIDE GHE,PCSSME  ,1997-2-21
V01016,DISC                                              ,SOLID OR FLEXIBLE,PCSSME  ,1997-2-21
V01016,ENDS                                              ,RAISED FACE FLANGED,PCSSME  ,1997-2-21
V01016,OPERATOR                                          ,2\"-10\" HANDWHEEL\, 12\" & LARGER GEAR WITH 80# MAX. HANDWHEEL RIM PULL BASED ON MAX. ALLOWABLE WORKING PRESSURE OF VALVE.,PCSSME  ,1998-11-16
V01016,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-2-21
V01016,PORT                                              ,FULL,PCSSME  ,1997-2-21
V01016,RATING                                            ,ASME CLASS 150,PCSSME  ,1997-2-21
