Valve_No,Valve_Note,Valve_Manuf_Remarks,Last_Updt_Id,Last_Updt_Date
V01437,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.  2. FORGED STAINLESS STEEL, ASTM A182 GRADE F316L, MAY BE SUBSTITUTED.",,PCSSME  ,1999-4-19
V01438,"VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.",,PCSSME  ,1999-2-22
V01439,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01440,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01441,"VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.",,PCSSME  ,1999-7-21
V01442,ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.  ,,PCSSME  ,1999-7-21
V01450,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-22
V01460,"VALVE SHALL BE PREPARED & SHIPPED FOR ""OXYGEN SERVICE"". ",,PCSSME  ,1998-9-4
V01470,"VALVE DRAWING SHALL BE SUBMITTED,   SHOWING DETAILED PARTS AND  MATERIALS.",,PCSSME  ,1999-2-22
V01471,"1. VALVE DRAWING SHALL BE SUBMITTED,   SHOWING DETAILED PARTS AND MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01472,"VALVE DRAWING SHALL BE SUBMITTED,   SHOWING DETAILED PARTS AND  MATERIALS.",,PCSSME  ,1998-12-30
V01473,"1. VALVE DRAWING SHALL BE SUBMITTED,   SHOWING DETAILED PARTS AND MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01474,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION  PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V01475,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.   ",,MARTD6  ,2007-12-3
V01476,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION  PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01477,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION  PAPER IS NOT REQUIRED TO BE SUBMITTED.",,PCSSME  ,1999-2-22
V01480,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01481,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-2-22
V01482,,,PCSSME  ,1999-7-7
V01483,,,PCSSME  ,1999-7-12
V01484,,,PCSSME  ,1999-4-19
V01485,,,PCSSME  ,1999-4-19
V01486,,,PCSSME  ,1999-4-19
V01487,, ,NEUHKM  ,2007-6-18
V01488,,,PCSSME  ,1999-4-19
V01489,,(W/WELDED BONNET),THOM1J  ,2005-1-31
V01490,,,PCSSME  ,1999-4-19
V01491,,,PCSSME  ,1999-4-19
V01492,,,PCSSME  ,1999-4-19
V01493,,,PCSSME  ,1999-4-19
V01494,,,PCSSME  ,1999-4-19
V01495,,,PCSSME  ,1999-4-19
V01496,,,PCSSME  ,1999-4-19
V01501,"1. VISUALLY EXAMINE CASTINGS PER MSS SP-55.  2. LIQUID PENETRANT EXAMINE EXTERIOR & ACCESSIBLE INTERIOR SURFACES OF BODY & BONNET BEFORE VALVE ASSEMBLY PER S3 OF ASTM A744. MAX. SIZE OF SURFACE INDICATION: LINEAR INDICATION, 1/16""; NONLINEAR INDICATION, 3/32""; FOUR OR MORE ROUNDED INDICATIONS IN A LINE SEPARATED BY 1/16"" OR LESS, EDGE TO EDGE.  3. RADIOGRAPHICALLY EXAMINE CRITICAL AREAS (AS DEFINED BY ASME B16.34) OF BODY & BONNET PER S2 OF ASTM A744. MAX. ACCEPTABLE SEVERITY LEVELS: GAS POROSITY, 2; SAND & SLAG INCLUSION, 3; SHRINKAGE (FOUR TYPES), 2, CRACK, HOT TEAR, AND INSERT, ARE NOT ALLOWED.  4. FURNISH CERTIFIED MATERIAL TEST REPORT.  5. SURFACE CARBON ANALYSIS MAY BE OMITTED IF CHROMITE SAND IS USED IN PROCESS.", ,COBBS2  ,2002-11-12
V01503,,SUPERCEDED BY V01506,PCSSME  ,1999-5-4
V01504,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V01505,None,,PCSSME  ,1999-7-19
V01506,None,,PCSSME  ,1999-7-19
V01507,,,PCSSME  ,1999-7-12
V01508,,DISCONTINUED,,
V01510,,,PCSSME  ,1999-2-18
V01512,None,(1) API CLASS 600 OR 800,PCSSME  ,1999-2-22
V01513,ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.,,PCSSME  ,1999-7-21
V01514,,,PCSSME  ,1999-7-19
V01515,None,,PCSSME  ,1999-7-19
V01516,ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.,,PCSSME  ,1999-7-21
V01521,ASTM A351 GR. CG8M CASTING IS ACCEPTABLE PROVIDED THAT WRITTEN CERTIFICATION IS PROVIDED THAT WELD REPAIRS WERE PERFORMED PER ASTM A744 OR NO WELD REPAIR IS MADE.,,PCSSME  ,1999-7-21
V01525,None,,PCS41CR ,1997-8-26
V01526,None,,PCS41CR ,1997-8-26
V01527,None,,PCS41CR ,1997-8-26
V01550,,(1) API CLASS 600 OR 800,PCSSME  ,1999-2-22
V01551,"VALVE SHALL BE PREPARED AND SHIPPED FOR ""OXYGEN SERVICE"". ",,PCSSME  ,1998-9-4
V01553,,,PCSSME  ,1999-7-7
V01554,,,PCSSME  ,1999-4-19
V01555,,,PCSSME  ,1999-4-19
V01556,,,PCSSME  ,1999-4-19
V01557,,,PCSSME  ,1999-4-19
V01558,,,PCSSME  ,1999-4-19
V01559,,,PCSSME  ,1999-7-20
V01560,,,PCSSME  ,1999-4-19
V01561,SPECIFY BORE WHEN ORDERING THIS VALVE,,PCSSME  ,1999-7-8
V01562,,,PCSSME  ,1999-4-19
V01563,,,PCSSME  ,1999-4-19
V01564,,,PCSSME  ,1999-4-19
V01565,,,PCSSME  ,1999-4-19
V01566,,,PCSSME  ,1999-4-19
V01567,,,PCSSME  ,1999-4-19
V01580,None, ,MARTD6  ,2007-11-13
V01701,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V01702,,DISCONTINUED,,
V01703,,XOMOX-TUFLINE VALVES MUST BE ORDERED FROM FACTORY WITH HYDROSTATIC SHELL TEST & HIGH PRESSURE CLOSURE TEST PER API 598. STANDARD VALVES DO NOT MEET BP CHERRY POINT TEST REQUIREMENTS.,LOOMT0  ,2009-3-5
V01704,None,EXISTING AT CP ,PCSSME  ,1999-5-5
V01718,1. VALVE TO BE DESIGNED FOR BI-DIRECTIONAL POSITIVE SHUT-OFF.   2. VALVE MFR. MAY RECOMMEND OPTIONAL MATERIALS BASED ON DRY OR WET SERVICES WITH A MAXIMUM H2S CONTENT OF 1.1% AND AN OPERATING TEMPERATURE OF 390F.  SERVICE DESIGN TEMPERATURE IS 450F.  3. XOMOX-TUFLINE FULLY JACKETED PLUG VALVES SHALL BE ORDERED FROM FACTORY WITH HYDROSTATIC SHELL TEST & HIGH PRESSURE CLOSURE TEST PER API 598.,XOMOX-TUFLINE VALVES MUST BE ORDERED FROM FACTORY WITH SPECIAL TEST REQUIREMENTS PER NOTE 3.,MARTD6  ,2007-11-12
V01719,"1. ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT  NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS,  DATED 11/30/87.   2. FIRESAFE TO API 607, LATEST EDITION, FOR EXTERNAL SEALING.",,PCSSME  ,1999-4-21
V01720,"1. VISUALLY EXAMINE CASTINGS PER MSS SP-55.  2. LIQUID PENETRANT EXAMINE EXTERIOR & ACCESSIBLE INTERIOR SURFACES OF BODY & BONNET BEFORE VALVE ASSEMBLY PER S3 OF ASTM A744. MAX. SIZE OF SURFACE INDICATION: LINEAR INDICATION, 1/16""; NONLINEAR INDICATIN, 3/32""; FOUR OR MORE ROUNDED INDICATIONS IN A LINE SEPARATED BY 1/16"" OR LESS, EDGE TO EDGE.  3. RADIOGRAPHICALLY EXAMINE CRITICAL AREAS (AS DEFINED BY ASME B16.34) OF BODY & BONNET EPR S2 OF ASTM A744. MAX. ACCEPTABLE SEVERTIY LEVELS: GAS POROSITY, 2; SAND & SLAG INCLUSION, 3; SHRINKAGE (FOUR TYPES), 2. CRACK, HOT TEAR, AND INSERT, ARE NOT ALLOWED.  4. FURNISH CERTIFIED MATERIAL TEST REPORT.  5. SURFACE CARBON ANALYSIS MAY BE OMITTED IF CHROMITE SAND IS USED IN PROCESS.",,NEUHKM  ,2007-7-19
V01780,"1. VALVE TO BE CAPABLE OF PASSING FUGITIVE EMISSION TEST OF 100 PPM OR  LOWER  WITH  METHANE GAS.  2. THERMAL RELIEF PIPING SHALL BE HARD PIPE, SCH 80 MINIMUM. ",,,
V01781,"1. VALVE TO BE CAPABLE OF PASSING FUGITIVE EMISSION TEST OF 100 PPM OR  LOWER  WITH  METHANE GAS.  2. THERMAL RELIEF PIPING SHALL BE HARD PIPE, SCH 80 MINIMUM. ",,,
V01800,None,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,MARTD6  ,2007-12-7
V01801,,DISCONTINUED,,
V01802,,DISCONTINUED,,
V01803,,DISCONTINUED,,
V01804,None, ,MARTD6  ,2007-12-10
V01805,VALVE SHALL BE FIRESAFE TO API-607 LATEST EDITION,,MARTD6  ,2007-12-7
V01806,VALVE SHALL BE FIRESAFE TO API-607 LATEST EDITION.,,MARTD6  ,2007-12-7
V01807,VALVE SHALL BE FIRESAFE TO API-607 LATEST EDITION.,,MARTD6  ,2007-12-7
V01808,1.  WET CO2 SERVICE.  2.  FIRESAFE TO API-607 LATEST EDITION REQUIRED.,,MARTD6  ,2007-12-7
V01809,"1.  WET H2S SERVICE.  2.  FIRESAFE TO API-607 LATEST EDITION REQUIRED.  3.  VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-7
V01810,"1.  VALVES WITH REINFORCED TEFLON OR FILLED TEFLON SEATS SHALL NOT BE USED IN CAUSTIC OR CATACARB SERVICE, INCLUDING THE WORCESTER VALVE MODELS SPECIFIED IN THIS VALVE SHEET.  2.  JAMESBURY VALVE MODELS SPECIFIED IN THIS VALVE SHEET, WHICH USE ""XTREME"" FILLED FLOUROCARBON POLYMER SEATS, ARE ACCEPTABLE FOR CAUSTIC & CATACARB SERVICE.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,MARTD6  ,2008-1-9
V01811,None,,MARTD6  ,2007-12-7
V01812,,DISCONTINUED,,
V01813,None,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,MARTD6  ,2007-12-10
V01814,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,MARTD6  ,2007-12-10
V01815,"1. ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.  2. THE 5/32"" PRESSURE RELIEF HOLE ON THE BALL SHALL BE ON THE HIGH PRESSURE SIDE OF THE VALVE. THE VALVE BODY FLANGE ON THE HIGH PRESSURE SIDE OF THE VALVE SHALL HAVE THE EDGE MARKED WITH A PERMANENT ""HPE"" AT THREE EQUALLY SPACED POINTS.  3. THE VALVE BONNET SHALL BE EXTENDED TO MAINTAIN A MINIMUM PACKING TEMP. OF -20F, MINIMUM EXTENSION SHALL BE TO STD. BS 6364, 1984 EDITION, VALVES FOR CRYOGENIC SERVICE, FIG. 1, NON-COLD BOX APPLICATION.",SEE ENGINEERING FOR ASSISTANCE,MARTD6  ,2007-12-7
V01816,VALVE SHALL BE FIRESAFE TO API-607 LATEST EDITION.,,MARTD6  ,2007-12-7
V01819,None,,PCSSME  ,1999-4-21
V01820,,,PCSSME  ,1999-4-21
V01821,,SPECIAL APPLICATION FOR LOW TEMPERATURE.  REQUEST ASSISTANCE FROM MANUFACTURER,MARTD6  ,2007-12-7
V01822,,,PCSSME  ,1999-4-21
V01823,,,PCSSME  ,1999-4-21
V01824,,,PCSSME  ,1999-4-21
V01825,,,PCSSME  ,1998-11-30
V01826,,,PCSSME  ,1999-4-21
V01827,,,PCSSME  ,1999-4-21
V01828,,,PCSSME  ,1999-4-21
V01829,,,PCSSME  ,1999-4-21
V01830,, ,THOM1J  ,2005-1-24
V01831,,,PCSSME  ,1999-4-21
V01832,,,PCSSME  ,1999-4-21
V01833,,,PCSSME  ,1999-4-21
V01834,,,PCSSME  ,1999-4-21
V01835,,,PCSSME  ,1999-4-21
V01836,,,PCSSME  ,1999-4-21
V01837,,,PCSSME  ,1999-4-21
V01838,,,PCSSME  ,1999-4-21
V01839,,,PCSSME  ,1999-4-21
V01840,,,PCSSME  ,1999-4-21
V01863,"1. FLANGE RIM OF THE HIGH PRESSURE END TO BE PERMANENTLY MARKED ""HPE"" 180 DEGREES APART; FLOW ARROWS SHALL BE REMOVED.  2. STEM SHALL HAVE AN ANTI-EXTRUSION DEVICE IN ACCORDANCE WITH API 609.",,PCSSME  ,1999-7-13
V01865,,,PCSSME  ,1999-7-7
V01866,,,PCSSME  ,1999-4-21
V01867,,,PCSSME  ,1999-4-21
V01868,,,PCSSME  ,1999-4-21
V01869,,,PCSSME  ,1999-4-21
V01870,,,PCSSME  ,1999-4-21
V01871,,,PCSSME  ,1999-4-21
V01872,,,PCSSME  ,1999-4-21
V01873,,,PCSSME  ,1999-4-21
V01874,,,PCSSME  ,1999-4-21
V01875,"VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS",,PCSSME  ,1999-5-11
V01876,"1. VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS.  2. VALVES SHALL COMPLY WITH NACE MR0103.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V01877,"VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS.  ",,PCSSME  ,1999-5-12
V01878,"VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS.  ",,PCSSME  ,1999-5-12
V01890,1. THE VALVE SHALL BE DESIGNED TO PREVENT SHAFT BLOWOUT IN THE EVENT OF SHAFT FRACTURE OR SEPARATION FROM THE DISC.   2. APPROVED MANUFACTURER: VERNON TOOL COMPANY GREENWOOD QUICK CLOSING VALVE II OR APPROVED EQUAL.,,PCSSME  ,1997-12-3
V01891,1. THE VALVE SHALL BE DESIGNED TO PREVENT SHAFT BLOWOUT IN THE EVENT OF SHAFT FRACTURE OR SEPARATION FROM THE DISC.   2. APPROVED MANUFACTURER: VERNON TOOL COMPANY GREENWOOD QUICK CLOSING VALVE II OR APPROVED EQUAL.,,PCSSME  ,1997-12-3
V01900,"1. VALVE PACKING SHALL BE CAPABLE OF LIMITING FUGITIVE EMISSION TO 100 PPM FOR 300 CYCLES.  2. PACKING GLAND SHALL BE BOLTED AND PROVIDED WITH RADIAL AND THRUST BEARINGS.  3. SPRING TENSION IN THE SPRING UNIT ASSEMBLY SHALL BE FIELD ADUSTABLE.  4. REFERENCE DRAWING VERNON TOOL COMPANY, DWG. N0. V32802, QCV II, MODIFIED BY THIS DATA SHEET.",,PCSSME  ,1999-4-21
V01910,None,(WITH LANTERN RING & LIVE-LOADING OPTION),THOM1J  ,2005-2-7
V02000,, ,THOM1J  ,2005-2-1
V02400,111, ,THOM1J  ,2005-2-1
V02850,None,,PCS41CR ,1997-8-28
V03000,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1998-12-30
V03001,"1. VISUALLY EXAMINE CASTINGS PER MSS SP-55.  2. LIQUID PENETRANT EXAMINE EXTERIOR & ACCESSIBLE INTERIOR SURFACES OF BODY & BONNET BEFORE VALVE ASSEMBLY PER S3 OF ASTM A744. MAX. SIZE OF SURFACE INDICATION: LINEAR INDICATION, 1/16""; NONLINEAR INDICATIN, 3/32"", FOUR OR MORE ROUNDED INDICATIONS IN A LINE SEPARATED BY 1/16"" OR LESS, EDGE TO EDGE.  3. RADIOGRAPHICALLY EXAMINE CRITICAL AREAS (AS DEFINED BY ASME B16.34) OF BODY & BONNET PER S2 OF ASTM A744. MAX. ACCEPTABLE SEVERITY LEVELS: GAS POROSITY, 2; SAND & SLAG INCLUSION, 3; SHRINKAGE (FOUR TYPES), 2. CRACK, HOT TEAR, AND INSERT, ARE NOT ALLOWED.  4. FURNISH CERTIFIED MATERIAL TEST REPORT.  5. SURFACE CARBON ANALYSIS MAY BE OMITTED IF CHROMITE SAND IS USED IN PROCESS.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,COBBS2  ,2002-11-12
V03002,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-23
V03003,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-18
V03004,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-23
V03005,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,MARTD6  ,2007-12-3
V03006,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,MARTD6  ,2007-12-3
V03007,,,PCSSME  ,1999-5-6
V03008,"VALVE SHALL BE PREPARED AND SHIPPED FOR ""OXYGEN SERVICE"".",,COBBS2  ,2002-11-13
V03009,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-18
V03010,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,LOOMT0  ,2008-12-31
V03011,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-23
V03012,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-23
V03013,,* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1998-11-30
V03014,"1. VISUALLY EXAMINE CASTINGS PER MSS SP-55.  2. LIQUID PENETRANT EXAMINE EXTERIOR & ACCESSIBLE INTERIOR SURFACES OF BODY & BONNET BEFORE VALVE ASSEMBLY PER S3 OF ASTM A744. MAX. SIZE OF SURFACE INDICATION: LINEAR INDICATION, 1/16""; NONLINEAR INDICATION, 3/32""; FOUR OR MORE ROUNDED INDICATIONS IN A LINE SEPARATED BY 1/16"" OR LESS, EDGE TO EDGE.  3. RADIOGRAPHICALLY EXAMINE CRITICAL AREAS (AS DEFINED BY ASME B16.34) OF BODY & BONNET PER S2 OF ASTM A744. MAX. ACCEPTABLE SEVERITY LEVELS: GAS POROSITY, 2; SAND & SLAG INCLUSION, 3; SHRINKAGE (FOUR TYPES), 2. CRACK, HOT TEAR, AND INSERT, ARE NOT ALLOWED.  4. FURNISH CERTIFIED MATERIAL TEST REPORT.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,FLORJR  ,2002-11-11
V03015,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade F316L, may be substituted.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1998-11-30
V03016,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade F316L, may be substituted.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1998-11-30
V03017,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade F316 or F316L, may be substituted.",* PASSED ARCO FUGITIVE EMISSION QUALIFICATION TEST PROCEDURE,PCSSME  ,1999-2-23
V03018,"Forged stainless steel, Class 800, API 602, may be substituted.",,PCSSME  ,1999-4-21
V03019,,,PCSSME  ,1999-5-4
V03153,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03154,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND     MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1999-5-4
V03155,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND     MATERIALS.   2. VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V03156,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND     MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03157,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND     MATERIALS.   2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,PCSSME  ,1998-12-30
V03158,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND     MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03201,,,PCSSME  ,1999-7-9
V03202,,,PCSSME  ,1999-7-9
V03203,,,PCSSME  ,1999-7-9
V03204,,,PCSSME  ,1999-5-4
V03205,,,PCSSME  ,1999-5-4
V03206,,,PCSSME  ,1999-5-4
V03207,,,PCSSME  ,1999-5-4
V03208,,,PCSSME  ,1999-5-4
V03209,,,PCSSME  ,1999-5-4
V03210,,,PCSSME  ,1999-5-4
V03300,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03301,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03302,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03303,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03304,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03305,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND  MATERIALS.   2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
